source,target
Epcam    brush cell,"extraglomerular mesangial cell:juxtaglomerular complex cell:kidney corpuscule cell:glomerular cell:|||:brush cell:adult endothelial progenitor cell:H minus:T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neuronal brush cell:brush cell of trachebronchial tree:plasma cell:serous secreting cell:|||:type G enteroendocrine cell:M cell of gut:parafollicular cell:type D enteroendocrine cell"
Epcam    kidney collecting duct principal cell,"kidney cortex collecting duct epithelial cell:kidney medulla collecting duct epithelial cell:kidney inner medulla collecting duct epithelial cell:kidney outer medulla collecting duct epithelial cell:|||:adult endothelial progenitor cell:endothelial cell of lymphatic vessel:kidney collecting duct principal cell:kidney collecting duct epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney cortex collecting duct principal cell:kidney collecting duct intercalated cell:kidney inner medulla collecting duct principal cell:kidney outer medulla collecting duct principal cell:|||:kidney cell:Kolmer-Agduhr neuron:kidney collecting duct cell:type N enteroendocrine cell"
Epcam    kidney proximal convoluted tubule epithelial cell,"kidney proximal straight tubule epithelial cell:kidney cortex collecting duct epithelial cell:kidney glomerular epithelial cell:kidney medulla collecting duct epithelial cell:|||:adult endothelial progenitor cell:epithelial cell:kidney proximal convoluted tubule epithelial cell:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney distal convoluted tubule epithelial cell:epithelial cell of proximal tubule:epithelial cell of distal tubule:kidney connecting tubule epithelial cell"
Epcam    podocyte,"glomerular visceral epithelial cell:epithelial cell of glomerular capsule:extraglomerular mesangial cell:papillary tips cell:|||:adult endothelial progenitor cell:oocyte:CD14-positive monocyte:cortical thymic epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:secondary oocyte:cardiac muscle cell:cardiocyte:epicardial adipocyte:|||:hepatic stellate cell:primordial germ cell:oenocyte:monocyte"
Epcam    proximal tube epithelial cell,"kidney proximal straight tubule epithelial cell:parietal epithelial cell:macula densa epithelial cell:epithelial cell of glomerular capsule:|||:epithelial cell:adult endothelial progenitor cell:glial cell:adepithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of proximal tubule:nephron tubule epithelial cell:epithelial cell of prostate:kidney proximal convoluted tubule epithelial cell:|||:Kolmer-Agduhr neuron:epithelial cell of lung:lens epithelial cell:duct epithelial cell"
Epcam    thick ascending tube S epithelial cell,"kidney loop of Henle thin ascending limb epithelial cell:kidney loop of Henle medullary thick ascending limb epithelial cell:kidney proximal straight tubule epithelial cell:kidney cortex collecting duct epithelial cell:|||:epithelial cell:adult endothelial progenitor cell:lens epithelial cell:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney loop of Henle thick ascending limb epithelial cell:kidney loop of Henle cortical thick ascending limb epithelial cell:kidney loop of Henle thin descending limb epithelial cell:kidney loop of Henle ascending limb epithelial cell:|||:adepithelial cell:mammary gland epithelial cell:Kolmer-Agduhr neuron:meso-epithelial cell"
Epcam+,":|||:adult endothelial progenitor cell:endothelial cell of lymphatic vessel:common myeloid progenitor, CD34-positive:oligodendrocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:embryonic stem cell:eosinophil progenitor cell:professional antigen presenting cell:early T lineage precursor:|||:cardioblast:hippocampal granule cell:common lymphoid progenitor:megakaryocyte-erythroid progenitor cell"
Ependyma,"leptomeningeal cell:oligodendrocyte:ectodermal cell:central nervous system macrophage:|||:pigmented ciliary epithelial cell:ependymal cell:basophil progenitor cell:type I pneumocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:ependymoglial cell:CD27-low, CD11b-low immature natural killer cell, mouse:epidermoblast:spermatid:|||:early T lineage precursor:adult endothelial progenitor cell:eosinophil progenitor cell:common lymphoid progenitor"
Goblet cell,enteric smooth muscle cell:smooth muscle cell of cecum:epithelial cell of large intestine:epithelial cell of appendix:|||:T cell:goblet cell:type B pancreatic cell:basophil cell of pars distalis of adenohypophysis:|||:goblet cell:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:pole cell:ileal goblet cell:Be cell:non-terminally differentiated cell
"Goblet cell, top of crypt (Distal)","smooth muscle cell of large intestine:epithelial cell of large intestine:epithelial cell of appendix:smooth muscle cell of cecum:|||:goblet cell:T cell:basophil cell of pars distalis of adenohypophysis:type B pancreatic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pancreatic goblet cell:gastric goblet cell:globose cell of olfactory epithelium:small intestine goblet cell:|||:Be cell:type G enteroendocrine cell:B cell:parafollicular cell"
Granular_Neuron_CB_Gabra6,"striatum neuron:central nervous system neuron:neuron of the substantia nigra:central nervous system macrophage:|||:neuron:Kolmer-Agduhr neuron:Rohon-Beard neuron:type II pneumocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:granulocyte:nongranular leukocyte:granule cell precursor:unipolar neuron:|||:neuronal stem cell:non-pigmented ciliary epithelial cell:pericyte cell:afferent neuron"
Hepatocyte (Midlobular),"intrahepatic cholangiocyte:endothelial cell of hepatic sinusoid:epithelial cell of alimentary canal:mesodermal cell:|||:hepatocyte:oocyte:keratocyte:mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:hepatic stem cell:mature microglial cell:keratinocyte stem cell:hemocyte (sensu Arthropoda):|||:phagocyte:astrocyte:hepatic stellate cell:cortical thymic epithelial cell"
Hepatocyte (Pericentral and Periportal),"intrahepatic cholangiocyte:epithelial cell of alimentary canal:endothelial cell of hepatic sinusoid:mesodermal cell:|||:hepatocyte:oocyte:keratocyte:astrocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:phagocyte (sensu Nematoda and Protostomia):prohemocyte (sensu Nematoda and Protostomia):hemocyte (sensu Arthropoda):phagocyte (sensu Vertebrata):|||:mast cell:phagocyte:hepatic stellate cell:band form neutrophil"
Hepatocyte (Pericentral),"epithelial cell of alimentary canal:endothelial cell of hepatic sinusoid:intrahepatic cholangiocyte:mesodermal cell:|||:hepatocyte:oocyte:keratocyte:mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:hepatic pit cell:hemocyte (sensu Arthropoda):hepatic stem cell:phagocyte (sensu Vertebrata):|||:astrocyte:phagocyte:cortical thymic epithelial cell:tendon cell"
"Hepatocyte (Pericentral, Midlobular, Periportal)","epithelial cell of alimentary canal:intrahepatic cholangiocyte:endothelial cell of hepatic sinusoid:mesodermal cell:|||:hepatocyte:oocyte:keratocyte:mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:hemocyte (sensu Arthropoda):phagocyte (sensu Vertebrata):phagocyte (sensu Nematoda and Protostomia):prohemocyte (sensu Nematoda and Protostomia):|||:phagocyte:astrocyte:pericyte cell:glomerular visceral epithelial cell"
Hepatocyte (Periportal),"intrahepatic cholangiocyte:endothelial cell of hepatic sinusoid:epithelial cell of alimentary canal:mesodermal cell:|||:hepatocyte:oocyte:keratocyte:mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:hemocyte (sensu Arthropoda):podocyte (sensu Diptera):phagocyte (sensu Vertebrata):hepatic stellate cell:|||:phagocyte:astrocyte:tendon cell:glomerular visceral epithelial cell"
Intermediate Monocyte,"pneumocyte:mesodermal cell:epithelial cell of lung:epithelial cell of lower respiratory tract:|||:intermediate monocyte:CD14-positive monocyte:monocyte:primordial germ cell:|||:intermediate monocyte:cartwheel heterochromatin:eosinophilic promyelocyte:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD14-positive, CD16-low monocyte:intermediate epitheliocyte:polychromatophilic erythroblast:intermediate muscle cell"
Interstitial Macrophage,"epithelial cell of lung:pneumocyte:mesothelial cell of visceral pleura:mesodermal cell:|||:macrophage:alternatively activated macrophage:inflammatory macrophage:Leydig cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:peritoneal macrophage:meningeal macrophage:kidney resident macrophage:pleural macrophage:|||:central nervous system macrophage:thymic cortical macrophage:microglial cell:thymic macrophage"
Klrb1a/b/c(-) NK cell,"bone cell:mesodermal cell:leukocyte:|||:natural killer cell:decidual natural killer cell, human:Kolmer-Agduhr neuron:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:B-1b B cell:B-1a B cell:pro-NK cell:pre-natural killer cell:|||:type D enteroendocrine cell:type G enteroendocrine cell:type N enteroendocrine cell:nodal myocyte"
Kupffer cell,"mesodermal cell:endothelial cell of hepatic sinusoid:epithelial cell of alimentary canal:intrahepatic cholangiocyte:|||:Kupffer cell:R3 photoreceptor cell:R2 photoreceptor cell:R7 photoreceptor cell:|||:Kupffer cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:sperm:Mueller cell:pore cell:Feyrter cell"
Langerhans cell,"primordial germ cell:primitive red blood cell:gestational hematopoietic stem cell:fetal derived definitive erythrocyte:|||:Langerhans cell:mononuclear cytotrophoblast cell:natural killer cell:parafollicular cell:|||:Langerhans cell:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:multinucleated giant cell:epidermal Langerhans cell:crystallin accumulating cell:phalangeal cell"
Lgr5+ amplifying undifferentiated cell,"enteric smooth muscle cell:smooth muscle cell of large intestine:epithelial cell of appendix:epithelial cell of large intestine:|||:type D enteroendocrine cell:type-5 epithelial cell of thymus:double-positive, alpha-beta thymocyte:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-terminally differentiated cell:strial intermediate cell:mast cell progenitor:gamete:|||:T cell:nodal myocyte:type G enteroendocrine cell:type N enteroendocrine cell"
Lgr5+ undifferentiated cell,"enteric smooth muscle cell:smooth muscle cell of cecum:epithelial cell of appendix:epithelial cell of large intestine:|||:type D enteroendocrine cell:Be cell:double-positive, alpha-beta thymocyte:type-5 epithelial cell of thymus:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-terminally differentiated cell:single fate stem cell:fenestrated cell:strial intermediate cell:|||:parafollicular cell:B cell:M cell of gut:type G enteroendocrine cell"
Lgr5+ undifferentiated cell (Distal),"smooth muscle cell of large intestine:epithelial cell of appendix:epithelial cell of large intestine:enteric smooth muscle cell:|||:type D enteroendocrine cell:double-positive, alpha-beta thymocyte:Be cell:type-5 epithelial cell of thymus:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:undifferentiated cell of bronchus epithelium:non-terminally differentiated cell:intermediate epitheliocyte:neuron associated cell (sensu Vertebrata):|||:B cell:T cell:Feyrter cell:type G enteroendocrine cell"
Lgr5- amplifying undifferentiated cell,"enteric smooth muscle cell:smooth muscle cell of large intestine:epithelial cell of appendix:epithelial cell of large intestine:|||:type D enteroendocrine cell:Be cell:type-5 epithelial cell of thymus:double-positive, alpha-beta thymocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-terminally differentiated cell:strial intermediate cell:mast cell progenitor:kidney efferent arteriole cell:|||:T cell:type N enteroendocrine cell:B cell:M cell of gut"
Ly6g5b+ T,"epithelial cell of lung:mesodermal cell:pneumocyte:epithelial cell of lower respiratory tract:|||:CNS long range interneuron:neutrophil:mature neutrophil:T-helper 17 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:lymphangioblast:type-6 epithelial cell of thymus:Leydig cell:animal zygote:|||:Langerhans cell:jejunal goblet cell:papillary tips cell:CD34-positive, GlyA-negative erythroid progenitor cell"
Lympatic,"epithelial cell of lung:mesodermal cell:pneumocyte:epithelial cell of lower respiratory tract:|||:type I pneumocyte:dermis microvascular lymphatic vessel endothelial cell:type II pneumocyte:fibroblast of lymphatic vessel:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:lymphocyte:lymphangioblast:medullary thymic epithelial cell:T cell:|||:endothelial cell of lymphatic vessel:dermis lymphatic vessel endothelial cell:superficial external epithelial cell of tympanic membrane:endo-epithelial cell of pharyngotympanic part of viscerocranial mucosa"
Lymphatic Cell,"epithelial cell of lung:mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:|||:parafollicular cell:type I pneumocyte:tip cell:Tc1 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:somatic cell:hyphal cell:peptic cell:common lymphoid progenitor:|||:Tc2 cell:type N enteroendocrine cell:B cell:M cell of gut"
MPP Fraction A + HSC,"mesodermal cell:bone cell:leukocyte:|||:Fraction A pre-pro B cell:hematopoietic multipotent progenitor cell:hematopoietic stem cell:Fraction C precursor B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Fraction B precursor B cell:Fraction D precursor B cell:Fraction F mature B cell:Fraction E immature B cell:|||:type II pneumocyte:early lymphoid progenitor:mucosal type mast cell:erythrocyte"
MPP Fraction B,"mesodermal cell:bone cell:leukocyte:|||:Fraction B precursor B cell:hematopoietic multipotent progenitor cell:Fraction A pre-pro B cell:Fraction C precursor B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Fraction C' precursor B cell:Fraction D precursor B cell:Fraction F mature B cell:pyramidal neuron:|||:early lymphoid progenitor:type II pneumocyte:dentate gyrus of hippocampal formation stellate cell:Fraction B/C precursor B cell"
MPP Fraction B + C,"mesodermal cell:bone cell:leukocyte:|||:Fraction B precursor B cell:hematopoietic multipotent progenitor cell:Fraction A pre-pro B cell:Fraction C precursor B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Fraction D precursor B cell:Fraction C' precursor B cell:Fraction F mature B cell:Fraction E immature B cell:|||:early lymphoid progenitor:type II pneumocyte:pericyte cell:granulocyte monocyte progenitor cell"
Macrophage,thymic cortical macrophage:thymic medullary macrophage:pulmonary interstitial fibroblast:medullary thymic epithelial cell:|||:macrophage:thymic macrophage:central nervous system macrophage:alternatively activated macrophage:|||:macrophage:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:inflammatory macrophage:elicited macrophage:tissue-resident macrophage:microglial cell
Myeloid Dendritic Type 1,myeloid dendritic cell
Myeloid Dendritic Type 2,myeloid dendritic cell
Myofibroblast,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:brush cell of lobular bronchiole:|||:fibroblast:ooblast:kidney interstitial myofibroblast:pulmonary interstitial fibroblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myofibroblast cell:marrow fibroblast:embryonic fibroblast:myoblast:|||:cardiac atrium fibroblast:pericardium fibroblast:iridoblast:glioblast"
NK cell,natural killer cell
NK/T,alpha-beta T cell
Natural Killer,natural killer cell
Natural Killer T,alpha-beta T cell
Natural Killer T Cell,alpha-beta T cell
Neuroendocrine,"pneumocyte:mesodermal cell:brush cell of lobular bronchiole:epithelial cell of lung:|||:neuron:type ECL enteroendocrine cell:type L enteroendocrine cell:type N enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neuroendocrine cell:enteroendocrine cell:P enteroendocrine cell:type EC2 enteroendocrine cell:|||:P/D1 enteroendocrine cell:type EC1 enteroendocrine cell:PP cell:type I enteroendocrine cell"
Neutrophil,neutrophil
Nonclassical Monocyte,"pneumocyte:epithelial cell of lung:mesodermal cell:mesothelial cell of visceral pleura:|||:CD14-positive monocyte:monocyte:classical monocyte:non-classical monocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD14-low, CD16-positive monocyte:Gr1-low non-classical monocyte:MHC-II-low non-classical monocyte:MHC-II-high non-classical monocyte"
Oligodendrocyte progenitor cell,oligodendrocyte precursor cell
Pecam    Kidney cortex artery cell,"kidney cortex artery cell:kidney cortex tubule cell:kidney cortex vein cell:kidney cortex interstitial cell:|||:pigmented ciliary epithelial cell:R6 photoreceptor cell:R7 photoreceptor cell:R5 photoreceptor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney cortical cell:kidney cortex peritubular capillary cell:kidney afferent arteriole cell:kidney efferent arteriole cell:|||:R2 photoreceptor cell:R8 photoreceptor cell:R4 photoreceptor cell:R3 photoreceptor cell"
Pecam    fenestrated capillary endothelial,"glomerular capillary endothelial cell:kidney cortex peritubular capillary cell:macula densa epithelial cell:kidney outer medulla peritubular capillary cell:|||:pigmented ciliary epithelial cell:capillary endothelial cell:fenestrated cell:kidney capillary endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:placental villus capillary endothelial cell:peritubular capillary endothelial cell:non-pigmented ciliary epithelial cell:arcuate artery endothelial cell:|||:pillar cell:endothelial cell of vascular tree:endothelial cell:endocardial cell"
Pecam    kidney capillary endothelial cell,"glomerular capillary endothelial cell:kidney glomerular epithelial cell:kidney pelvis urothelial cell:parietal epithelial cell:|||:capillary endothelial cell:pigmented ciliary epithelial cell:endothelial cell:kidney capillary endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:peritubular capillary endothelial cell:placental villus capillary endothelial cell:corneal endothelial cell:kidney papillary duct principal cell:|||:glial cell:mesothelial cell:urothelial cell:Kolmer-Agduhr neuron"
Pericyte,pericyte cell
Plasma,plasma cell:
Plasma cells and B cells,"pulmonary interstitial fibroblast:medullary thymic epithelial cell:leukocyte:cortical thymic epithelial cell:|||:plasma cell:B cell:T3 B cell:IgM plasma cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primary cultured cell:plasmacytoid dendritic cell:sebaceous gland cell:type I NK T cell:|||:Be cell:B-2 B cell:B-1 B cell:Kolmer-Agduhr neuron"
Plasmacytoid Dendritic,plasmacytoid dendritic cell
Proliferating Alveolar Macrophage,"pneumocyte:serous cell of epithelium of lobular bronchiole:brush cell of lobular bronchiole:basal cell of epithelium of lobular bronchiole:|||:alveolar macrophage:macrophage:type I pneumocyte:inflammatory macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:perivascular macrophage:peritoneal macrophage:pleural macrophage:Kupffer cell:|||:alternatively activated macrophage:Fraction A pre-pro B cell:elicited macrophage:central nervous system macrophage"
Proliferating Classical Monocyte,"pneumocyte:epithelial cell of lung:mesothelial cell of visceral pleura:serous cell of epithelium of lobular bronchiole:|||:CD14-positive monocyte:type I pneumocyte:monocyte:classical monocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Gr1-high classical monocyte:non-classical monocyte:MHC-II-positive classical monocyte:MHC-II-negative classical monocyte:|||:oenocyte:ionocyte:oncocyte:primordial germ cell"
Proliferating Dendritic,"epithelial cell of lung:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:type I pneumocyte:neutrophil:type II pneumocyte:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:liver dendritic cell:pre-conventional dendritic cell:conventional dendritic cell:prolactin secreting cell:|||:CD8_alpha-negative CD11b-negative dendritic cell:Fraction C precursor B cell:Fraction B precursor B cell:Fraction A pre-pro B cell"
Proliferating Immune,"mesodermal cell:serous cell of epithelium of lobular bronchiole:mesothelial cell of visceral pleura:epithelial cell of lung:|||:type I pneumocyte:type II pneumocyte:neutrophil:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:non-classical monocyte:Fraction C' precursor B cell:|||:Fraction B precursor B cell:Fraction A pre-pro B cell:Fraction C precursor B cell:alpha-beta intraepithelial T cell"
Proliferating NK,"mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lung:epithelial cell of lower respiratory tract:|||:type I pneumocyte:type II pneumocyte:neutrophil:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:pyramidal neuron:Fraction A pre-pro B cell:|||:Fraction B precursor B cell:Fraction C precursor B cell:intraepithelial lymphocyte:CD4-negative CD8-negative gamma-delta intraepithelial T cell"
Proliferating T,"epithelial cell of lower respiratory tract:mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lung:|||:type I pneumocyte:type II pneumocyte:mature neutrophil:neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:Fraction B precursor B cell:Fraction C precursor B cell:|||:Fraction A pre-pro B cell:intraepithelial lymphocyte:oligodendrocyte:CD4-negative CD8-negative gamma-delta intraepithelial T cell"
Reg4/cKit+ deep crypt secretory cells (Distal),"enteric smooth muscle cell:epithelial cell of appendix:smooth muscle cell of large intestine:epithelial cell of large intestine:|||:secretory cell:excretory cell:R7 photoreceptor cell:R4 photoreceptor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:large intestine crypt goblet cell:kidney cortex artery cell:red sensitive photoreceptor cell:noradrenergic cell:|||:R2 photoreceptor cell:R5 photoreceptor cell:R8 photoreceptor cell:R3 photoreceptor cell"
Regulatory T,"pneumocyte:mesodermal cell:epithelial cell of lower respiratory tract:brush cell of lobular bronchiole:|||:natural T-regulatory cell:induced T-regulatory cell:CD4-positive, CD25-positive, alpha-beta regulatory T cell:naive regulatory T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:regulatory T cell:regulatory B cell:CD8-positive, alpha-beta regulatory T cell:memory regulatory T cell:|||:activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human:CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell:memory CCR4-positive regulatory T cell:naive CCR4-positive regulatory T cell"
SPN_Neuron_STR,"neuronal stem cell:striatum neuron:neuron of the substantia nigra:central nervous system neuron:|||:neuron:neuron of the forebrain:neuroblast (sensu Nematoda and Protostomia):neuroblast (sensu Vertebrata):|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:sensory neuron:pioneer neuron:interneuron:spheroplast:|||:Kolmer-Agduhr neuron:non-pigmented ciliary epithelial cell:Rohon-Beard neuron:mature neutrophil"
Stroma    fibroblast,"renal filtration cell:extraglomerular mesangial cell:outer medulla vasa recta ascending limb cell:outer medulla vasa recta descending limb cell:|||:fibroblast:ooblast:iridoblast:glioblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:marrow fibroblast:thromboblast:skin fibroblast:fibroblast of cardiac tissue:|||:myoblast:ovarian fibroblast:keratocyte:neuroblast (sensu Vertebrata)"
Stroma    kidney mesangial cell,"extraglomerular mesangial cell:glomerular mesangial cell:kidney interstitial cell:kidney medulla cell:|||:mesangial phagocyte:mesangial cell:animal cell:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:strial marginal cell:strial intermediate cell:brain macroglial cell:kidney medulla interstitial cell:|||:Kolmer-Agduhr neuron:B cell:Feyrter cell:nodal myocyte"
T cell,T cell
TECs,"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:thymic medullary macrophage:|||:thymocyte:T follicular helper cell:mesenchymal stem cell:enterochromaffin-like cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:osteoclast:heterocyst:embryonic stem cell:endothelial cell of lymphatic vessel:|||:type-6 epithelial cell of thymus:enterocyte of epithelium of large intestine:pericyte cell:enteric smooth muscle cell"
Unknown Progenitor,"bone cell:leukocyte:mesodermal cell:|||:bone marrow cell:megakaryocyte-erythroid progenitor cell:non-pigmented ciliary epithelial cell:pro-NK cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:progenitor cell of endocrine pancreas:common myeloid progenitor:eosinophil progenitor cell:neutrophil progenitor cell:|||:pro-T cell:pro-B cell:hematopoietic oligopotent progenitor cell:early lymphoid progenitor"
Vein,"pneumocyte:epithelial cell of lung:mesodermal cell:basal cell of epithelium of lobular bronchiole:|||:lung microvascular endothelial cell:langerin-positive lymph node dendritic cell:langerin-positive dermal dendritic cell:langerin-negative dermal dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:echinocyte:eosinophil:luteal cell:dendritic cell:|||:endothelial cell of umbilical vein:smooth muscle cell of the umbilical vein:vein endothelial cell:interlobulary vein smooth muscle cell"
